1;0;0
2;0;2
3;0;4
4;0;6
5;0;8
6;0;10
7;0;12
8;0;14
9;2.5;0
10;2.5;2
11;2.5;4
12;2.5;6
13;2.5;8
14;2.5;10
15;2.5;12
16;2.5;14
17;5;0
18;5;2
19;5;4
20;5;6
21;5;8
22;5;10
23;5;12
24;5;14
25;7.5;0
26;7.5;2
27;7.5;4
28;7.5;6
29;10;0
30;10;2
31;10;4
32;10;6
33;6.5;14
34;6.5;12
35;6.5;10
36;6.5;8
